* Ebeam         Eprime        Theta        x              Q2            W2           RC-deut       RC-carbon      RC_C/RC_D     Coulomb Cor.
  10.58900      4.600000      21.00000     0.5757000      6.470500      5.648476      1.118360      1.109386     0.9919756      1.004000    
  10.58900      4.610000      21.00000     0.5780000      6.484600      5.615611      1.119504      1.110413     0.9918790      1.004000    
  10.58900      4.620000      21.00000     0.5802000      6.498600      5.582845      1.120756      1.111483     0.9917261      1.004000    
  10.58900      4.630000      21.00000     0.5824000      6.512700      5.549980      1.121943      1.112530     0.9916098      1.004000    
  10.58900      4.640000      21.00000     0.5846000      6.526800      5.517114      1.123061      1.113536     0.9915186      1.004100    
  10.58900      4.650000      21.00000     0.5869000      6.540800      5.484349      1.124290      1.114517     0.9913073      1.004100    
  10.58900      4.660000      21.00000     0.5891000      6.554900      5.451483      1.125535      1.115482     0.9910678      1.004200    
  10.58900      4.670000      21.00000     0.5914000      6.569000      5.418618      1.126709      1.116431     0.9908774      1.004200    
  10.58900      4.680000      21.00000     0.5937000      6.583000      5.385852      1.127807      1.117408     0.9907793      1.004200    
  10.58900      4.690000      21.00000     0.5960000      6.597100      5.352987      1.129020      1.118398     0.9905915      1.004200    
  10.58900      4.700000      21.00000     0.5982000      6.611200      5.320122      1.130261      1.119373     0.9903671      1.004200    
  10.58900      4.710000      21.00000     0.6005000      6.625200      5.287356      1.131315      1.120402     0.9903540      1.004200    
  10.58900      4.720000      21.00000     0.6028000      6.639300      5.254491      1.132583      1.121435     0.9901564      1.004200    
  10.58900      4.730000      21.00000     0.6051000      6.653400      5.221625      1.133672      1.122515     0.9901584      1.004200    
  10.58900      4.740000      21.00000     0.6075000      6.667400      5.188860      1.134982      1.123546     0.9899239      1.004300    
  10.58900      4.750000      21.00000     0.6098000      6.681500      5.155994      1.136107      1.124589     0.9898623      1.004300    
  10.58900      4.760000      21.00000     0.6121000      6.695600      5.123129      1.137276      1.125631     0.9897611      1.004300    
  10.58900      4.770000      21.00000     0.6145000      6.709600      5.090364      1.138480      1.126681     0.9896367      1.004300    
  10.58900      4.780000      21.00000     0.6168000      6.723700      5.057498      1.139625      1.127687     0.9895247      1.004400    
  10.58900      4.790000      21.00000     0.6192000      6.737800      5.024632      1.140875      1.128722     0.9893477      1.004400    
  10.58900      4.800000      21.00000     0.6215000      6.751800      4.991867      1.142051      1.129767     0.9892439      1.004400    
  10.58900      4.810000      21.00000     0.6239000      6.765900      4.959002      1.143262      1.130781     0.9890830      1.004400    
  10.58900      4.820000      21.00000     0.6263000      6.780000      4.926136      1.144421      1.131827     0.9889956      1.004400    
  10.58900      4.830000      21.00000     0.6287000      6.794000      4.893371      1.145641      1.132839     0.9888256      1.004500    
  10.58900      4.840000      21.00000     0.6311000      6.808100      4.860505      1.146862      1.133868     0.9886698      1.004500    
  10.58900      4.850000      21.00000     0.6335000      6.822200      4.827640      1.148043      1.134814     0.9884771      1.004500    
  10.58900      4.860000      21.00000     0.6359000      6.836200      4.794874      1.149254      1.135787     0.9882816      1.004600    
  10.58900      4.870000      21.00000     0.6383000      6.850300      4.762009      1.150461      1.136803     0.9881277      1.004500    
  10.58900      4.880000      21.00000     0.6407000      6.864400      4.729144      1.151679      1.137832     0.9879761      1.004600    
  10.58900      4.890000      21.00000     0.6432000      6.878400      4.696378      1.152870      1.138948     0.9879240      1.004500    
  10.58900      4.900000      21.00000     0.6456000      6.892500      4.663513      1.154069      1.140108     0.9879028      1.004500    
  10.58900      4.910000      21.00000     0.6481000      6.906600      4.630647      1.155262      1.141302     0.9879155      1.004500    
  10.58900      4.920000      21.00000     0.6505000      6.920600      4.597882      1.156510      1.142473     0.9878626      1.004600    
  10.58900      4.930000      21.00000     0.6530000      6.934700      4.565016      1.157745      1.143569     0.9877556      1.004700    
  10.58900      4.940000      21.00000     0.6555000      6.948800      4.532151      1.159047      1.144592     0.9875292      1.004700    
  10.58900      4.950000      21.00000     0.6580000      6.962800      4.499386      1.160334      1.145632     0.9873294      1.004700    
  10.58900      4.960000      21.00000     0.6605000      6.976900      4.466520      1.161579      1.146607     0.9871101      1.004700    
  10.58900      4.970000      21.00000     0.6630000      6.991000      4.433655      1.162857      1.147610     0.9868881      1.004800    
  10.58900      4.980000      21.00000     0.6655000      7.005000      4.400889      1.164091      1.148612     0.9867029      1.004800    
  10.58900      4.990000      21.00000     0.6680000      7.019100      4.368024      1.165272      1.149597     0.9865478      1.004900    
  10.58900      5.000000      21.00000     0.6706000      7.033200      4.335158      1.166499      1.150538     0.9863166      1.004800    
  10.58900      5.010000      21.00000     0.6731000      7.047200      4.302392      1.167768      1.151617     0.9861690      1.004800    
  10.58900      5.020000      21.00000     0.6757000      7.061300      4.269527      1.169072      1.152876     0.9861467      1.004700    
  10.58900      5.030000      21.00000     0.6783000      7.075400      4.236662      1.170491      1.154297     0.9861648      1.004700    
  10.58900      5.040000      21.00000     0.6808000      7.089400      4.203897      1.171913      1.155765     0.9862208      1.004700    
  10.58900      5.050000      21.00000     0.6834000      7.103500      4.171031      1.173449      1.157141     0.9861029      1.004900    
  10.58900      5.060000      21.00000     0.6860000      7.117600      4.138165      1.174902      1.158351     0.9859133      1.005000    
  10.58900      5.070000      21.00000     0.6886000      7.131600      4.105400      1.176322      1.159297     0.9855272      1.005100    
  10.58900      5.080000      21.00000     0.6912000      7.145700      4.072535      1.177693      1.160066     0.9850330      1.005200    
  10.58900      5.090000      21.00000     0.6938000      7.159800      4.039669      1.179064      1.160881     0.9845778      1.005100    
  10.58900      5.100000      21.00000     0.6965000      7.173800      4.006905      1.180573      1.161784     0.9840844      1.005000    
  10.58900      5.110000      21.00000     0.6991000      7.187900      3.974038      1.182044      1.162963     0.9838573      1.005000    
  10.58900      5.120000      21.00000     0.7017000      7.202000      3.941174      1.183423      1.164238     0.9837882      1.004900    
  10.58900      5.130000      21.00000     0.7044000      7.216000      3.908407      1.184873      1.165596     0.9837301      1.005000    
  10.58900      5.140000      21.00000     0.7071000      7.230100      3.875543      1.186394      1.166917     0.9835832      1.005000    
  10.58900      5.150000      21.00000     0.7098000      7.244200      3.842676      1.188148      1.168280     0.9832783      1.005000    
  10.58900      5.160000      21.00000     0.7124000      7.258200      3.809912      1.189989      1.169787     0.9830232      1.005000    
  10.58900      5.170000      21.00000     0.7151000      7.272300      3.777046      1.191860      1.171272     0.9827258      1.005100    
  10.58900      5.180000      21.00000     0.7178000      7.286400      3.744181      1.193670      1.172495     0.9822603      1.005200    
  10.58900      5.190000      21.00000     0.7206000      7.300400      3.711415      1.195402      1.173622     0.9817802      1.005300    
  10.58900      5.200000      21.00000     0.7233000      7.314500      3.678550      1.197185      1.174685     0.9812054      1.005300    
  10.58900      5.210000      21.00000     0.7260000      7.328600      3.645684      1.199036      1.175805     0.9806256      1.005300    
  10.58900      5.220000      21.00000     0.7288000      7.342600      3.612919      1.200956      1.176898     0.9799683      1.005400    
  10.58900      5.230000      21.00000     0.7315000      7.356700      3.580053      1.202795      1.178034     0.9794143      1.005300    
  10.58900      5.240000      21.00000     0.7343000      7.370800      3.547188      1.204497      1.179448     0.9792040      1.005200    
  10.58900      5.250000      21.00000     0.7371000      7.384800      3.514422      1.206179      1.181122     0.9792257      1.005300    
  10.58900      5.260000      21.00000     0.7399000      7.398900      3.481556      1.208091      1.182770     0.9790404      1.005300    
  10.58900      5.270000      21.00000     0.7427000      7.413000      3.448692      1.210330      1.184276     0.9784739      1.005400    
  10.58900      5.280000      21.00000     0.7455000      7.427000      3.415926      1.212718      1.185623     0.9776577      1.005600    
  10.58900      5.290000      21.00000     0.7483000      7.441100      3.383061      1.214951      1.186671     0.9767233      1.005700    
  10.58900      5.300000      21.00000     0.7511000      7.455200      3.350194      1.217093      1.187439     0.9756353      1.005900    
  10.58900      5.310000      21.00000     0.7540000      7.469200      3.317430      1.219162      1.188290     0.9746782      1.005900    
  10.58900      5.320000      21.00000     0.7568000      7.483300      3.284564      1.221252      1.189094     0.9736680      1.005700    
  10.58900      5.330000      21.00000     0.7597000      7.497400      3.251699      1.223744      1.190146     0.9725455      1.005600    
  10.58900      5.340000      21.00000     0.7626000      7.511400      3.218933      1.226278      1.191483     0.9716260      1.005600    
  10.58900      5.350000      21.00000     0.7655000      7.525500      3.186069      1.228756      1.192830     0.9707618      1.005600    
  10.58900      5.360000      21.00000     0.7684000      7.539600      3.153202      1.231290      1.194159     0.9698443      1.005600    
  10.58900      5.370000      21.00000     0.7713000      7.553600      3.120438      1.234064      1.195871     0.9690516      1.005400    
  10.58900      5.380000      21.00000     0.7742000      7.567700      3.087571      1.237156      1.197914     0.9682804      1.005300    
  10.58900      5.390000      21.00000     0.7771000      7.581800      3.054707      1.240304      1.200305     0.9677506      1.005400    
  10.58900      5.400000      21.00000     0.7801000      7.595800      3.021940      1.243327      1.202546     0.9672003      1.005500    
  10.58900      5.410000      21.00000     0.7830000      7.609900      2.989076      1.246134      1.204471     0.9665668      1.005800    
  10.58900      5.420000      21.00000     0.7860000      7.624000      2.956209      1.248708      1.206153     0.9659211      1.006000    
  10.58900      5.430000      21.00000     0.7890000      7.638000      2.923445      1.251041      1.207490     0.9651883      1.006200    
  10.58900      5.440000      21.00000     0.7919000      7.652100      2.890579      1.254342      1.208654     0.9635763      1.006300    
  10.58900      5.450000      21.00000     0.7949000      7.666200      2.857714      1.257602      1.209598     0.9618288      1.006500    
  10.58900      5.460000      21.00000     0.7980000      7.680200      2.824948      1.260468      1.210738     0.9605467      1.006200    
  10.58900      5.470000      21.00000     0.8010000      7.694300      2.792083      1.262084      1.211736     0.9601072      1.006600    
  10.58900      5.480000      21.00000     0.8040000      7.708400      2.759218      1.263165      1.212529     0.9599134      1.006600    
  10.58900      5.490000      21.00000     0.8071000      7.722400      2.726452      1.264146      1.213280     0.9597625      1.006700    
  10.58900      5.500000      21.00000     0.8101000      7.736500      2.693587      1.265172      1.213959     0.9595208      1.006600    
  10.58900      5.510000      21.00000     0.8132000      7.750600      2.660720      1.266881      1.214634     0.9587595      1.006700    
  10.58900      5.520000      21.00000     0.8163000      7.764600      2.627956      1.268646      1.215335     0.9579777      1.006700    
  10.58900      5.530000      21.00000     0.8194000      7.778700      2.595089      1.270357      1.215977     0.9571931      1.006800    
  10.58900      5.540000      21.00000     0.8225000      7.792800      2.562225      1.271865      1.216600     0.9565480      1.006700    
  10.58900      5.550000      21.00000     0.8256000      7.806800      2.529459      1.274148      1.216938     0.9550990      1.006800    
  10.58900      5.560000      21.00000     0.8287000      7.820900      2.496594      1.276763      1.217312     0.9534363      1.006600    
  10.58900      5.570000      21.00000     0.8319000      7.834900      2.463828      1.279359      1.218091     0.9521105      1.006300    
  10.58900      5.580000      21.00000     0.8350000      7.849000      2.430963      1.281541      1.220076     0.9520385      1.005800    
  10.58900      5.590000      21.00000     0.8382000      7.863100      2.398098      1.283387      1.223347     0.9532173      1.005200    
  10.58900      5.600000      21.00000     0.8414000      7.877100      2.365332      1.284889      1.227204     0.9551049      1.005600    
  10.58900      5.610000      21.00000     0.8446000      7.891200      2.332467      1.286448      1.230145     0.9562339      1.006300    
  10.58900      5.620000      21.00000     0.8478000      7.905300      2.299601      1.288822      1.231656     0.9556444      1.007100    
  10.58900      5.630000      21.00000     0.8510000      7.919300      2.266836      1.291037      1.231434     0.9538332      1.007700    
  10.58900      5.640000      21.00000     0.8542000      7.933400      2.233970      1.292667      1.229791     0.9513590      1.006900    
  10.58900      5.650000      21.00000     0.8575000      7.947500      2.201105      1.294043      1.230713     0.9510599      1.006900    
  10.58900      5.660000      21.00000     0.8607000      7.961500      2.168339      1.294667      1.231744     0.9513981      1.006800    
  10.58900      5.670000      21.00000     0.8640000      7.975600      2.135474      1.294659      1.232905     0.9523006      1.006800    
  10.58900      5.680000      21.00000     0.8673000      7.989700      2.102609      1.294333      1.234168     0.9535171      1.006800    
  10.58900      5.690000      21.00000     0.8706000      8.003700      2.069843      1.293896      1.235596     0.9549420      1.006800    
  10.58900      5.700000      21.00000     0.8739000      8.017800      2.036977      1.293756      1.237057     0.9561747      1.006800    
  10.58900      5.710000      21.00000     0.8773000      8.031900      2.004112      1.294094      1.238407     0.9569682      1.006900    
  10.58900      5.720000      21.00000     0.8806000      8.045900      1.971346      1.294679      1.239771     0.9575890      1.007000    
  10.58900      5.730000      21.00000     0.8839000      8.060000      1.938481      1.295390      1.241211     0.9581751      1.006900    
  10.58900      5.740000      21.00000     0.8873000      8.074100      1.905616      1.296020      1.242586     0.9587708      1.006900    
  10.58900      5.750000      21.00000     0.8907000      8.088100      1.872850      1.296128      1.243783     0.9596140      1.007000    
  10.58900      5.760000      21.00000     0.8941000      8.102200      1.839985      1.295884      1.245174     0.9608687      1.007000    
  10.58900      5.770000      21.00000     0.8975000      8.116300      1.807120      1.294560      1.247028     0.9632833      1.006700    
  10.58900      5.780000      21.00000     0.9009000      8.130300      1.774354      1.293612      1.249326     0.9657657      1.006400    
  10.58900      5.790000      21.00000     0.9044000      8.144400      1.741489      1.294761      1.251852     0.9668599      1.006600    
  10.58900      5.800000      21.00000     0.9078000      8.158500      1.708623      1.295954      1.254508     0.9680183      1.006600    
  10.58900      5.810000      21.00000     0.9113000      8.172500      1.675858      1.297784      1.257117     0.9686641      1.007000    
  10.58900      5.820000      21.00000     0.9148000      8.186600      1.642992      1.300247      1.259516     0.9686747      1.007400    
  10.58900      5.830000      21.00000     0.9183000      8.200700      1.610127      1.302738      1.261645     0.9684563      1.007600    
  10.58900      5.840000      21.00000     0.9218000      8.214700      1.577362      1.305335      1.263599     0.9680262      1.007600    
  10.58900      5.850000      21.00000     0.9253000      8.228800      1.544496      1.307595      1.265390     0.9677228      1.007800    
  10.58900      5.860000      21.00000     0.9289000      8.242900      1.511631      1.309051      1.266816     0.9677366      1.008200    
  10.58900      5.870000      21.00000     0.9324000      8.256900      1.478865      1.309102      1.268253     0.9687960      1.008300    
  10.58900      5.880000      21.00000     0.9360000      8.271000      1.446000      1.308228      1.269666     0.9705235      1.008200    
  10.58900      5.890000      21.00000     0.9396000      8.285100      1.413134      1.306370      1.271239     0.9731078      1.008300    
  10.58900      5.900000      21.00000     0.9432000      8.299100      1.380369      1.303911      1.272725     0.9760824      1.008600    
  10.58900      5.910000      21.00000     0.9468000      8.313200      1.347503      1.301244      1.274033     0.9790885      1.008600    
  10.58900      5.920000      21.00000     0.9504000      8.327300      1.314638      1.298563      1.274905     0.9817817      1.008700    
  10.58900      5.930000      21.00000     0.9541000      8.341300      1.281872      1.297157      1.276086     0.9837558      1.008700    
  10.58900      5.940000      21.00000     0.9577000      8.355400      1.249007      1.296772      1.277268     0.9849598      1.008700    
  10.58900      5.950000      21.00000     0.9614000      8.369500      1.216142      1.297680      1.278067     0.9848866      1.009200    
  10.58900      5.960000      21.00000     0.9651000      8.383500      1.183376      1.300289      1.278681     0.9833822      1.009100    
  10.58900      5.970000      21.00000     0.9688000      8.397600      1.150511      1.303950      1.279217     0.9810327      1.008900    
  10.58900      5.980000      21.00000     0.9726000      8.411700      1.117645      1.308744      1.279635     0.9777583      1.009200    
  10.58900      5.990000      21.00000     0.9763000      8.425700      1.084880      1.314624      1.280007     0.9736674      1.009100    
  10.58900      6.000000      21.00000     0.9801000      8.439800      1.052014      1.321903      1.281279     0.9692689      1.008500    
  10.58900      6.010000      21.00000     0.9838000      8.453900      1.019148      1.330147      1.283007     0.9645605      1.008700    
  10.58900      6.020000      21.00000     0.9876000      8.467900     0.9863830      1.338632      1.284438     0.9595148      1.008900    
  10.58900      6.030000      21.00000     0.9914000      8.482000     0.9535174      1.347244      1.285666     0.9542933      1.009100    
  10.58900      6.040000      21.00000     0.9953000      8.496100     0.9206519      1.356278      1.286814     0.9487836      1.008800    
  10.58900      6.050000      21.00000     0.9991000      8.510100     0.8878865      1.364833      1.287881     0.9436184      1.009100    
  10.58900      6.060000      21.00000      1.003000      8.524200     0.8550210      1.372565      1.288844     0.9390039      1.009400    
  10.58900      6.070000      21.00000      1.006900      8.538300     0.8221564      1.379797      1.289257     0.9343817      1.009400    
  10.58900      6.080000      21.00000      1.010700      8.552300     0.7893901      1.386511      1.290137     0.9304921      1.009100    
  10.58900      6.090000      21.00000      1.014700      8.566400     0.7565255      1.392876      1.291646     0.9273234      1.008800    
  10.58900      6.100000      21.00000      1.018600      8.580500     0.7236609      1.398604      1.293164     0.9246108      1.009200    
  10.58900      6.110000      21.00000      1.022500      8.594500     0.6908946      1.403737      1.294552     0.9222184      1.009400    
  10.58900      6.120000      21.00000      1.026500      8.608600     0.6580300      1.408036      1.295593     0.9201421      1.009200    
  10.58900      6.130000      21.00000      1.030500      8.622700     0.6251636      1.411113      1.297133     0.9192272      1.009100    
  10.58900      6.140000      21.00000      1.034500      8.636700     0.5923991      1.413392      1.298266     0.9185460      1.009500    
  10.58900      6.150000      21.00000      1.038500      8.650800     0.5595326      1.415078      1.299345     0.9182148      1.009600    
  10.58900      6.160000      21.00000      1.042500      8.664900     0.5266681      1.416833      1.300442     0.9178518      1.009500    
  10.58900      6.170000      21.00000      1.046600      8.678900     0.4939017      1.418165      1.301510     0.9177423      1.009500    
  10.58900      6.180000      21.00000      1.050700      8.693000     0.4610372      1.419162      1.302402     0.9177262      1.009900    
  10.58900      6.190000      21.00000      1.054800      8.707100     0.4281707      1.419996      1.303126     0.9176968      1.009800    
  10.58900      6.200000      21.00000      1.058900      8.721100     0.3954062      1.420962      1.304239     0.9178563      1.009800    
  10.58900      6.210000      21.00000      1.063000      8.735200     0.3625398      1.421484      1.305993     0.9187533      1.009800    
  10.58900      6.220000      21.00000      1.067200      8.749300     0.3296752      1.421208      1.308115     0.9204246      1.009500    
  10.58900      6.230000      21.00000      1.071300      8.763300     0.2969089      1.420697      1.309734     0.9218948      1.009900    
  10.58900      6.240000      21.00000      1.075500      8.777400     0.2640443      1.420198      1.310488     0.9227503      1.010200    
  10.58900      6.250000      21.00000      1.079700      8.791500     0.2311778      1.419920      1.310577     0.9229934      1.010500    
  10.58900      6.260000      21.00000      1.083900      8.805500     0.1984124      1.419829      1.310905     0.9232842      1.010300    
  10.58900      6.270000      21.00000      1.088200      8.819600     0.1655478      1.419557      1.312205     0.9243768      1.009800    
  10.58900      6.280000      21.00000      1.092500      8.833700     0.1326814      1.418952      1.314430     0.9263386      1.009700    
  10.58900      6.290000      21.00000      1.096700      8.847700     0.9991693E-01  1.418119      1.316591     0.9284067      1.010200    
  10.58900      6.300000      21.00000      1.101000      8.861800     0.6705046E-01  1.416901      1.317985     0.9301885      1.010600    
  10.58900      6.310000      21.00000      1.105400      8.875900     0.3418589E-01  1.415358      1.318472     0.9315464      1.011000    
  10.58900      6.320000      21.00000      1.109700      8.889900     0.1419067E-02  1.413342      1.318773     0.9330887      1.010700    
  10.58900      6.330000      21.00000      1.114100      8.904000     -.3144598E-01  1.410963      1.319385     0.9350959      1.010400    
  10.58900      6.340000      21.00000      1.118500      8.918100     -.6431150E-01  1.408080      1.320831     0.9380368      1.010100    
  10.58900      6.350000      21.00000      1.122900      8.932100     -.9707642E-01  1.406111      1.322955     0.9408609      1.010200    
  10.58900      6.360000      21.00000      1.127300      8.946200     -.1299424      1.405392      1.324822     0.9426709      1.010700    
  10.58900      6.370000      21.00000      1.131700      8.960300     -.1628075      1.404743      1.325789     0.9437949      1.011100    
  10.58900      6.380000      21.00000      1.136200      8.974300     -.1955733      1.404440      1.326006     0.9441528      1.011000    
  10.58900      6.390000      21.00000      1.140700      8.988400     -.2284384      1.404129      1.326541     0.9447434      1.010900    
  10.58900      6.400000      21.00000      1.145200      9.002500     -.2613034      1.403392      1.328073     0.9463307      1.010500    
  10.58900      6.410000      21.00000      1.149800      9.016500     -.2940693      1.402364      1.330053     0.9484363      1.010800    
  10.58900      6.420000      21.00000      1.154300      9.030600     -.3269343      1.401363      1.331537     0.9501728      1.011100    
  10.58900      6.430000      21.00000      1.158900      9.044700     -.3597994      1.400710      1.332169     0.9510667      1.011600    
  10.58900      6.440000      21.00000      1.163500      9.058700     -.3925653      1.400201      1.332539     0.9516771      1.011600    
  10.58900      6.450000      21.00000      1.168100      9.072800     -.4254303      1.399587      1.333322     0.9526541      1.011100    
  10.58900      6.460000      21.00000      1.172800      9.086900     -.4582963      1.398314      1.334520     0.9543780      1.011000    
  10.58900      6.470000      21.00000      1.177400      9.100900     -.4910612      1.396572      1.336092     0.9566939      1.010900    
  10.58900      6.480000      21.00000      1.182100      9.115000     -.5239272      1.395349      1.337778     0.9587412      1.011200    
  10.58900      6.490000      21.00000      1.186800      9.129100     -.5567923      1.394966      1.339222     0.9600393      1.011400    
  10.58900      6.500000      21.00000      1.191600      9.143100     -.5895581      1.394670      1.339925     0.9607472      1.012000    
  10.58900      6.510000      21.00000      1.196300      9.157200     -.6224236      1.393986      1.340185     0.9614050      1.011900    
  10.58900      6.520000      21.00000      1.201100      9.171300     -.6552887      1.392703      1.340620     0.9626033      1.011800    
  10.58900      6.530000      21.00000      1.205900      9.185300     -.6880546      1.391610      1.341240     0.9638047      1.011800    
  10.58900      6.540000      21.00000      1.210700      9.199400     -.7209196      1.390908      1.342241     0.9650104      1.011400    
  10.58900      6.550000      21.00000      1.215600      9.213500     -.7537856      1.390335      1.344236     0.9668434      1.011400    
  10.58900      6.560000      21.00000      1.220500      9.227500     -.7865505      1.389748      1.346244     0.9686965      1.011500    
  10.58900      6.570000      21.00000      1.225400      9.241600     -.8194165      1.389135      1.347500     0.9700279      1.012100    
  10.58900      6.580000      21.00000      1.230300      9.255600     -.8521814      1.388090      1.347570     0.9708088      1.012500    
  10.58900      6.590000      21.00000      1.235200      9.269700     -.8850474      1.387143      1.347304     0.9712796      1.012500    
  10.58900      6.600000      21.00000      1.240200      9.283800     -.9179125      1.386762      1.347282     0.9715307      1.012000    
  10.58900      6.610000      21.00000      1.245200      9.297800     -.9506783      1.386753      1.347837     0.9719377      1.011800    
  10.58900      6.620000      21.00000      1.250200      9.311900     -.9835434      1.386659      1.349199     0.9729856      1.011600    
  10.58900      6.630000      21.00000      1.255300      9.326000     -1.016409      1.386376      1.351418     0.9747846      1.011400    
